ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,T_TL,M_TL,F_TL,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65Plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65Plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65Plus
Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,161732,80439,81293,20084,21429,22882,13334,4995,12845,12894,8876,9172,6577,6373,5292,4343,3971,8666,9989,10658,11380,6632,2484,6389,6413,4415,4562,3271,3170,2632,2160,1975,4310,10095,10771,11501,6702,2511,6456,6481,4462,4610,3306,3203,2660,2183,1996,4356
Bati,ET031002,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,108087,54483,53604,13422,14321,15292,8911,3338,8584,8617,5932,6130,4396,4259,3536,2903,2654,5791,6766,7219,7708,4492,1683,4327,4344,2990,3090,2216,2147,1783,1463,1338,2919,6656,7102,7584,4420,1655,4257,4273,2942,3040,2180,2112,1754,1440,1316,2872
Jilye Tumuga,ET031003,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,80843,39359,41484,10039,10711,11438,6665,2497,6421,6445,4437,4585,3288,3186,2645,2171,1985,4332,4888,5215,5568,3245,1215,3126,3138,2160,2232,1601,1551,1288,1057,966,2109,5151,5496,5869,3420,1281,3295,3307,2277,2353,1687,1635,1357,1114,1019,2223
Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,91681,45011,46670,11385,12147,12971,7559,2831,7281,7309,5032,5200,3728,3613,3000,2462,2251,4912,5589,5964,6368,3711,1390,3575,3588,2470,2553,1831,1774,1473,1209,1105,2412,5795,6183,6603,3848,1441,3707,3721,2561,2647,1898,1839,1527,1253,1146,2501
Dewa Harewa,ET031005,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,7505,3689,3816,932,994,1062,619,232,596,598,412,426,305,296,246,202,184,402,458,489,522,304,114,293,294,202,209,150,145,121,99,91,198,474,506,540,315,118,303,304,209,216,155,150,125,102,94,204
Kemisie town,ET031006,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,41646,21644,20002,5172,5518,5892,3434,1286,3308,3320,2286,2362,1694,1641,1363,1118,1022,2231,2688,2868,3062,1784,668,1719,1726,1188,1228,880,853,708,581,531,1160,2484,2650,2830,1649,618,1589,1595,1098,1134,813,788,654,537,491,1072
Chef Robit town,ET031007,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,12734,6516,6218,1581,1687,1802,1050,393,1011,1015,699,722,518,502,417,342,313,682,809,863,922,537,201,518,519,358,370,265,257,213,175,160,349,772,824,880,513,192,494,496,341,353,253,245,203,167,153,333
Senbete town,ET031008,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,10873,5483,5390,1350,1441,1538,896,336,864,867,597,617,442,428,356,292,267,583,681,726,776,452,169,435,437,301,311,223,216,179,147,135,294,669,714,763,444,166,428,430,296,306,219,212,176,145,132,289
Bati Town,ET031099,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,35742,17132,18610,4438,4736,5057,2947,1104,2839,2849,1962,2027,1454,1408,1169,960,878,1915,2127,2270,2424,1412,529,1361,1366,940,972,697,675,561,460,421,918,2311,2466,2633,1534,575,1478,1484,1021,1055,757,733,609,500,457,997
Amba Giorgis town,ET031103,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,25939,11933,14006,3221,3437,3670,2139,801,2060,2068,1424,1471,1055,1022,849,697,637,1390,1482,1581,1688,984,369,948,951,655,677,485,470,390,320,293,639,1739,1856,1982,1155,433,1112,1117,769,794,570,552,458,376,344,750
Shawra town,ET031104,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,9712,4598,5114,1206,1287,1374,801,300,771,774,533,551,395,383,318,261,238,520,571,609,651,379,142,365,367,252,261,187,181,150,123,113,246,635,678,724,422,158,406,408,281,290,208,202,167,137,126,274
Kolla Debba town,ET031105,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,25926,12430,13496,3219,3435,3668,2138,801,2059,2067,1423,1470,1054,1022,848,696,637,1389,1544,1647,1759,1025,384,987,991,682,705,506,490,407,334,305,666,1676,1788,1909,1113,417,1072,1076,741,765,549,532,442,362,331,723
Chilga 1,ET031106,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,13330,6772,6557,1655,1766,1886,1099,412,1059,1063,732,756,542,525,436,358,327,714,841,897,958,558,209,538,540,372,384,275,267,222,182,166,363,814,869,928,541,203,521,523,360,372,267,258,215,176,161,351
Tegede,ET031107,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,93162,47295,45867,11569,12343,13181,7681,2877,7399,7427,5113,5284,3789,3671,3048,2502,2287,4992,5873,6266,6691,3899,1461,3756,3770,2596,2682,1923,1864,1547,1270,1161,2534,5696,6077,6489,3782,1416,3643,3657,2517,2601,1865,1807,1501,1232,1126,2458
Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,199965,99840,100125,24831,26494,28291,16487,6175,15881,15942,10975,11341,8132,7880,6542,5370,4910,10714,12398,13228,14125,8232,3083,7929,7959,5480,5662,4060,3934,3267,2681,2451,5349,12433,13266,14166,8255,3092,7952,7982,5495,5678,4072,3946,3276,2689,2458,5365
Wegera,ET031109,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,254592,129931,124661,31615,33732,36020,20990,7862,20220,20297,13973,14439,10354,10033,8330,6837,6251,13641,16135,17215,18383,10712,4013,10319,10358,7131,7369,5284,5120,4251,3489,3190,6962,15480,16517,17637,10278,3850,9901,9938,6842,7070,5070,4912,4079,3348,3061,6679
Gonder Zuria,ET031110,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,245546,124263,121283,30491,32533,34740,20245,7583,19501,19575,13476,13926,9986,9676,8034,6594,6029,13156,15431,16464,17581,10245,3838,9869,9907,6820,7047,5054,4897,4066,3337,3051,6658,15061,16069,17159,9999,3745,9632,9669,6656,6878,4932,4779,3968,3257,2978,6498
East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,63373,32726,30647,7870,8397,8966,5225,1957,5033,5052,3478,3594,2577,2497,2073,1702,1556,3396,4064,4336,4630,2698,1011,2599,2609,1796,1856,1331,1290,1071,879,803,1753,3806,4061,4336,2527,946,2434,2443,1682,1738,1246,1208,1003,823,752,1642
Chilga 2,ET031112,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,118887,60995,57891,14763,15752,16820,9802,3672,9442,9478,6525,6742,4835,4685,3890,3193,2919,6370,7574,8082,8630,5029,1884,4844,4863,3348,3459,2481,2404,1996,1638,1498,3268,7189,7670,8190,4773,1788,4598,4615,3177,3283,2354,2281,1894,1555,1421,3102
Alefa,ET031115,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,204503,103083,101420,25395,27095,28933,16861,6316,16242,16303,11224,11598,8317,8059,6691,5492,5021,10957,12801,13658,14584,8499,3183,8187,8218,5658,5846,4192,4062,3373,2768,2531,5523,12594,13438,14349,8362,3132,8055,8085,5566,5752,4125,3997,3318,2724,2490,5434
West Belesa,ET031116,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,94037,47690,46347,11677,12459,13304,7753,2904,7469,7497,5161,5333,3824,3706,3077,2525,2309,5039,5922,6319,6747,3932,1473,3788,3802,2617,2705,1939,1879,1560,1281,1171,2555,5755,6141,6557,3821,1431,3681,3695,2544,2628,1885,1826,1516,1245,1138,2483
East Belesa,ET031117,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,129363,65685,63678,16064,17140,18302,10666,3995,10274,10313,7100,7337,5261,5098,4232,3474,3176,6931,8157,8703,9293,5416,2028,5217,5237,3605,3725,2671,2588,2149,1764,1613,3519,7907,8437,9009,5250,1967,5057,5077,3495,3611,2590,2509,2083,1710,1563,3412
Gondar town,ET031118,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,443156,217102,226054,55030,58715,62698,36537,13686,35196,35329,24322,25133,18022,17463,14499,11901,10880,23744,26959,28765,30715,17899,6705,17242,17308,11915,12313,8829,8555,7103,5830,5330,11632,28071,29951,31982,18638,6981,17953,18022,12407,12820,9193,8908,7396,6071,5550,12112
Masero Denb /Central Armacho,ET031119,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,7791,3786,4005,967,1032,1102,642,241,619,621,428,442,317,307,255,209,191,417,470,502,536,312,117,301,302,208,215,154,149,124,102,93,203,497,531,567,330,124,318,319,220,227,163,158,131,108,98,215
Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,110028,56427,53601,13663,14578,15567,9072,3398,8739,8772,6039,6240,4475,4336,3600,2955,2701,5895,7007,7476,7983,4652,1743,4481,4498,3097,3200,2295,2224,1846,1515,1385,3023,6656,7102,7583,4419,1655,4257,4273,2942,3040,2180,2112,1754,1439,1316,2872
Takusa,ET031121,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,160582,81295,79287,19941,21276,22719,13240,4959,12754,12802,8813,9107,6531,6328,5254,4312,3943,8604,10095,10771,11502,6703,2511,6457,6481,4462,4611,3306,3204,2660,2183,1996,4356,9846,10505,11217,6537,2449,6297,6321,4352,4497,3224,3124,2594,2129,1947,4248
Kinfaz Begela,ET031122,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,81916,41400,40516,10172,10853,11589,6754,2530,6506,6531,4496,4646,3331,3228,2680,2200,2011,4389,5141,5485,5857,3413,1279,3288,3300,2272,2348,1684,1631,1355,1112,1016,2218,5031,5368,5732,3340,1251,3218,3230,2224,2298,1648,1597,1326,1088,995,2171
West Dembiya,ET031125,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,77431,39155,38276,9615,10259,10955,6384,2391,6150,6173,4250,4391,3149,3051,2533,2079,1901,4149,4862,5188,5540,3228,1209,3110,3121,2149,2221,1592,1543,1281,1051,961,2098,4753,5071,5415,3156,1182,3040,3051,2101,2171,1557,1508,1252,1028,940,2051
Aykel town,ET031199,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,32340,15256,17084,4016,4285,4575,2666,999,2568,2578,1775,1834,1315,1274,1058,868,794,1733,1894,2021,2158,1258,471,1212,1216,837,865,620,601,499,410,375,817,2121,2264,2417,1409,528,1357,1362,938,969,695,673,559,459,419,915
Adagn Ager Chaqo,ET031205,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8109,3794,4315,1007,1074,1147,669,250,644,646,445,460,330,320,265,218,199,434,471,503,537,313,117,301,302,208,215,154,150,124,102,93,203,536,572,610,356,133,343,344,237,245,175,170,141,116,106,231
Mirab Armacho,ET031206,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,52234,28920,23314,6486,6921,7390,4307,1613,4148,4164,2867,2962,2124,2058,1709,1403,1282,2799,3591,3832,4092,2384,893,2297,2306,1587,1640,1176,1140,946,777,710,1550,2895,3089,3298,1922,720,1852,1859,1280,1322,948,919,763,626,572,1249
Metema,ET031213,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,137888,73984,63904,17123,18269,19508,11368,4258,10951,10993,7568,7820,5608,5434,4511,3703,3385,7388,9187,9802,10467,6100,2285,5876,5898,4060,4196,3009,2915,2421,1987,1816,3964,7935,8467,9041,5269,1974,5075,5095,3507,3624,2599,2518,2091,1716,1569,3424
Quara,ET031214,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,116645,61699,54946,14485,15455,16503,9617,3602,9264,9299,6402,6615,4744,4597,3816,3132,2864,6250,7662,8175,8729,5087,1905,4900,4919,3386,3499,2509,2431,2019,1657,1515,3306,6823,7280,7774,4530,1697,4364,4380,3016,3116,2235,2165,1798,1476,1349,2944
Midre Genet,ET031223,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,16890,9318,7572,2097,2238,2390,1393,522,1341,1347,927,958,687,666,553,454,415,905,1157,1235,1318,768,288,740,743,511,528,379,367,305,250,229,499,940,1003,1071,624,234,601,604,416,429,308,298,248,203,186,406
Metema Yohanes town,ET031224,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,21801,11165,10636,2707,2888,3084,1797,673,1731,1738,1197,1236,887,859,713,585,535,1168,1386,1479,1580,921,345,887,890,613,633,454,440,365,300,274,598,1321,1409,1505,877,328,845,848,584,603,433,419,348,286,261,570
Gendawuha town,ET031292,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,24331,12780,11551,3021,3224,3442,2006,751,1932,1940,1335,1380,989,959,796,653,597,1304,1587,1693,1808,1054,395,1015,1019,701,725,520,504,418,343,314,685,1434,1530,1634,952,357,917,921,634,655,470,455,378,310,284,619
Mana Sibu,ET040101,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,140220,71173,69047,21466,22903,21364,10917,4089,10349,10082,7678,8145,5399,4117,3410,2645,2435,5222,10896,11625,10844,5541,2076,5253,5118,3897,4134,2740,2090,1731,1343,1236,2651,10570,11278,10520,5376,2014,5096,4965,3781,4011,2659,2027,1679,1302,1199,2571
Nejo,ET040102,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,71364,34046,37318,10925,11656,10873,5556,2081,5267,5131,3907,4145,2748,2095,1735,1346,1239,2658,5212,5561,5187,2651,993,2513,2448,1864,1978,1311,1000,828,642,591,1268,5713,6095,5686,2905,1088,2754,2683,2043,2168,1437,1096,908,704,648,1390
Gimbi,ET040103,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,44061,20736,23326,6745,7197,6713,3430,1285,3252,3168,2413,2559,1697,1294,1072,831,765,1641,3174,3387,3159,1614,605,1530,1491,1135,1204,798,609,504,391,360,772,3571,3810,3554,1816,680,1722,1677,1277,1355,898,685,567,440,405,869
Lalo Asabi,ET040104,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,110079,53721,56358,16851,17980,16771,8570,3210,8124,7915,6027,6394,4238,3232,2677,2076,1912,4099,8224,8775,8185,4183,1567,3965,3863,2941,3120,2068,1577,1306,1013,933,2001,8628,9205,8587,4388,1644,4159,4052,3086,3274,2170,1655,1371,1063,979,2099
Kiltu Kara,ET040105,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,74316,37011,37305,11377,12139,11323,5786,2167,5485,5344,4069,4317,2861,2182,1807,1402,1291,2768,5666,6045,5639,2882,1079,2732,2661,2026,2150,1425,1087,900,698,643,1378,5711,6093,5684,2904,1088,2753,2682,2043,2167,1436,1095,907,704,648,1389
Boji Dirmeji,ET040106,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,63211,30684,32527,9677,10325,9631,4921,1843,4665,4545,3461,3672,2434,1856,1537,1192,1098,2354,4697,5012,4675,2389,895,2265,2206,1680,1782,1181,901,746,579,533,1143,4979,5313,4956,2532,949,2401,2339,1781,1889,1252,955,791,614,565,1211
Ayira,ET040107,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,68961,33907,35054,10557,11264,10507,5369,2011,5090,4959,3776,4006,2655,2025,1677,1301,1198,2568,5191,5538,5166,2640,989,2502,2438,1857,1970,1306,995,825,640,589,1263,5366,5726,5341,2729,1022,2587,2521,1919,2036,1350,1029,852,661,609,1305
Jarso (West Wellega),ET040108,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,64291,31532,32759,9842,10501,9795,5006,1875,4745,4623,3520,3734,2475,1888,1563,1213,1117,2394,4827,5150,4804,2455,920,2327,2267,1727,1832,1214,926,767,595,548,1174,5015,5351,4991,2551,955,2418,2356,1794,1903,1261,962,797,618,569,1220
Gudetu Kondole,ET040109,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,134079,67436,66643,20525,21900,20428,10439,3910,9895,9641,7341,7788,5163,3936,3261,2529,2329,4993,10323,11015,10274,5250,1967,4977,4849,3692,3917,2597,1980,1640,1272,1171,2511,10202,10885,10154,5189,1944,4918,4792,3649,3871,2566,1957,1621,1257,1157,2482
Boji Chekorsa,ET040110,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,68022,33418,34604,10413,11110,10364,5296,1984,5020,4891,3724,3951,2619,1997,1654,1283,1181,2533,5116,5458,5091,2602,975,2466,2403,1830,1941,1287,981,813,630,580,1244,5297,5652,5272,2694,1009,2554,2488,1895,2010,1332,1016,842,653,601,1289
Babo,ET040111,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,85350,43112,42238,13066,13941,13004,6645,2489,6299,6137,4673,4958,3286,2506,2076,1610,1482,3178,6600,7042,6568,3357,1257,3182,3100,2361,2504,1660,1266,1048,813,749,1606,6466,6899,6435,3289,1232,3117,3037,2313,2453,1626,1240,1027,797,734,1573
Yubdo,ET040112,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,54779,27039,27740,8386,8947,8346,4265,1598,4043,3939,2999,3182,2109,1608,1332,1033,951,2040,4139,4416,4120,2105,789,1996,1944,1480,1571,1041,794,658,510,470,1007,4247,4531,4226,2160,809,2047,1995,1519,1611,1068,814,675,523,482,1033
Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,78700,38926,39775,12048,12855,11991,6127,2295,5808,5659,4309,4571,3030,2311,1914,1485,1367,2931,5959,6358,5931,3031,1135,2873,2799,2131,2261,1499,1143,947,734,676,1450,6089,6497,6060,3097,1160,2936,2860,2178,2310,1531,1168,967,750,691,1481
Haru,ET040114,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,95327,46820,48507,14593,15570,14524,7422,2780,7035,6854,5220,5537,3670,2799,2318,1798,1656,3550,7167,7647,7133,3645,1365,3455,3367,2564,2720,1803,1375,1139,883,813,1744,7426,7923,7390,3777,1415,3580,3488,2656,2818,1868,1424,1180,915,842,1806
Nole Kaba,ET040115,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,85253,41444,43809,13051,13925,12989,6638,2486,6292,6130,4668,4952,3283,2503,2073,1608,1481,3175,6344,6769,6314,3227,1209,3059,2980,2269,2407,1596,1217,1008,782,720,1543,6706,7156,6675,3411,1278,3233,3150,2399,2545,1687,1286,1065,826,761,1631
Begi,ET040116,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,169207,83538,85669,25903,27638,25780,13174,4935,12488,12167,9265,9829,6515,4968,4115,3192,2939,6301,12788,13645,12728,6504,2436,6165,6007,4574,4852,3217,2453,2032,1576,1451,3111,13115,13993,13052,6670,2498,6323,6160,4691,4976,3299,2515,2083,1616,1488,3190
Homa,ET040117,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,35228,17347,17881,5393,5754,5367,2743,1027,2600,2533,1929,2046,1356,1034,857,665,612,1312,2656,2833,2643,1351,506,1280,1247,950,1008,668,509,422,327,301,646,2737,2921,2724,1392,521,1320,1286,979,1039,688,525,435,337,311,666
Sayo Nole,ET040118,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,105816,52090,53726,16199,17284,16122,8239,3086,7810,7609,5794,6146,4074,3107,2573,1996,1838,3941,7974,8508,7936,4056,1519,3844,3745,2852,3026,2006,1529,1267,983,905,1940,8225,8775,8186,4183,1567,3965,3863,2942,3121,2069,1577,1307,1013,933,2001
Guliso,ET040119,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,100692,49930,50762,15414,16447,15341,7840,2936,7431,7240,5513,5849,3877,2956,2449,1899,1749,3750,7644,8155,7607,3887,1456,3685,3590,2734,2900,1922,1466,1214,942,867,1859,7771,8291,7734,3952,1480,3746,3650,2779,2949,1955,1490,1234,958,882,1890
Gimbi town,ET040193,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,61214,30746,30468,9371,9998,9326,4766,1785,4518,4402,3352,3556,2357,1797,1489,1155,1063,2280,4707,5022,4684,2394,897,2269,2211,1683,1786,1184,903,748,580,534,1145,4664,4977,4642,2372,889,2249,2191,1668,1770,1173,895,741,575,529,1135
Leta Sibu,ET040197,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,15952,7741,8211,2442,2606,2430,1242,465,1177,1147,873,927,614,468,388,301,277,594,1185,1264,1179,603,226,571,557,424,450,298,227,188,146,134,288,1257,1341,1251,639,239,606,590,450,477,316,241,200,155,143,306
Mendi town,ET040198,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,27680,13822,13858,4237,4521,4217,2155,807,2043,1990,1516,1608,1066,813,673,522,481,1031,2116,2258,2106,1076,403,1020,994,757,803,532,406,336,261,240,515,2121,2264,2111,1079,404,1023,996,759,805,534,407,337,261,241,516
Nejo town,ET040199,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,37533,19098,18435,5746,6131,5718,2922,1095,2770,2699,2055,2180,1445,1102,913,708,652,1398,2924,3119,2910,1487,557,1409,1373,1046,1109,735,561,464,360,332,711,2822,3011,2809,1435,538,1361,1326,1009,1071,710,541,448,348,320,687
Limu (OR),ET040201,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,95439,47307,48133,14610,15589,14541,7431,2783,7044,6862,5226,5544,3675,2802,2321,1800,1658,3554,7242,7727,7208,3683,1380,3491,3402,2590,2748,1821,1389,1150,892,822,1762,7368,7862,7333,3747,1404,3552,3461,2635,2796,1853,1413,1171,908,836,1792
Ibantu,ET040202,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,51509,25732,25777,7885,8413,7848,4010,1502,3802,3704,2820,2992,1983,1512,1253,972,895,1918,3939,4203,3920,2003,750,1899,1850,1409,1495,991,755,626,485,447,958,3946,4210,3927,2007,752,1902,1853,1411,1497,993,757,627,486,448,960
Gida Ayana,ET040203,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,152750,75795,76955,23384,24950,23273,11893,4455,11273,10983,8364,8873,5881,4485,3715,2881,2653,5688,11603,12380,11548,5901,2210,5594,5450,4150,4403,2918,2225,1843,1430,1316,2823,11781,12570,11725,5991,2244,5680,5533,4214,4470,2963,2259,1871,1452,1337,2866
Haro Limu,ET040204,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,71649,35631,36018,10968,11703,10916,5578,2090,5288,5152,3923,4162,2759,2104,1742,1352,1244,2668,5455,5820,5429,2774,1039,2630,2562,1951,2070,1372,1046,866,672,619,1327,5514,5883,5488,2804,1050,2658,2590,1972,2092,1387,1057,876,679,626,1341
Boneya Boshe,ET040205,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,67416,32964,34452,10320,11012,10271,5249,1966,4976,4847,3691,3916,2596,1979,1639,1272,1171,2511,5046,5384,5022,2566,961,2433,2370,1805,1915,1269,968,802,622,573,1228,5274,5627,5249,2682,1005,2543,2477,1886,2001,1327,1011,838,650,598,1283
Wayu Tuka,ET040206,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,86789,42232,44557,13286,14176,13223,6757,2531,6405,6240,4752,5041,3342,2548,2111,1637,1507,3232,6465,6898,6434,3288,1232,3117,3037,2312,2453,1626,1240,1027,797,733,1573,6821,7278,6789,3469,1299,3288,3204,2440,2588,1716,1308,1084,840,774,1659
Bila Seyo,ET040207,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,78713,38710,40003,12050,12857,11992,6128,2296,5809,5660,4310,4572,3031,2311,1914,1485,1367,2931,5926,6323,5898,3014,1129,2857,2783,2120,2249,1490,1137,941,730,672,1442,6124,6534,6095,3115,1167,2952,2876,2190,2324,1540,1174,973,755,695,1490
Gobu Seyo,ET040208,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,59200,29105,30095,9063,9670,9020,4609,1726,4369,4257,3241,3439,2279,1738,1440,1117,1028,2205,4456,4754,4434,2266,849,2148,2093,1594,1691,1121,855,708,549,505,1084,4607,4916,4585,2343,878,2221,2164,1648,1748,1159,884,732,568,523,1121
Sibu Sire,ET040209,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,106473,52433,54040,16299,17391,16222,8290,3105,7858,7656,5830,6185,4100,3126,2589,2008,1849,3965,8027,8564,7989,4082,1529,3870,3770,2871,3046,2019,1539,1275,989,911,1953,8273,8827,8233,4207,1576,3988,3886,2959,3139,2081,1587,1314,1019,939,2012
Diga,ET040210,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,96640,48855,47785,14794,15785,14724,7524,2818,7132,6949,5291,5613,3721,2837,2350,1823,1678,3599,7479,7980,7443,3804,1425,3606,3513,2675,2838,1881,1434,1188,922,849,1819,7315,7805,7280,3720,1394,3527,3436,2616,2776,1840,1403,1162,901,830,1780
Sasiga,ET040211,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,112543,57261,55282,17229,18382,17147,8762,3282,8306,8092,6162,6537,4333,3304,2737,2123,1955,4191,8766,9353,8724,4458,1670,4226,4117,3135,3326,2205,1681,1392,1080,994,2132,8463,9030,8423,4304,1612,4080,3975,3027,3211,2129,1623,1344,1043,960,2059
Leka Dulecha,ET040212,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,101427,49662,51765,15527,16567,15453,7897,2958,7486,7293,5554,5892,3905,2978,2467,1913,1762,3777,7602,8112,7566,3867,1448,3665,3571,2719,2885,1912,1458,1208,937,863,1849,7924,8455,7887,4030,1510,3820,3722,2834,3007,1993,1520,1259,976,899,1928
Guto Gida,ET040213,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,123481,62653,60828,18903,20169,18813,9614,3601,9113,8879,6761,7173,4754,3625,3003,2329,2145,4598,9591,10234,9546,4878,1827,4624,4505,3430,3639,2412,1839,1524,1182,1088,2333,9312,9935,9268,4736,1774,4489,4374,3331,3533,2342,1786,1479,1147,1056,2265
Jimma Arjo,ET040214,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,124118,60232,63886,19001,20273,18910,9663,3620,9160,8925,6796,7210,4779,3644,3018,2341,2156,4622,9221,9838,9177,4689,1757,4445,4331,3298,3499,2319,1768,1465,1136,1046,2243,9780,10435,9733,4974,1863,4715,4594,3498,3711,2460,1876,1554,1205,1110,2379
Nunu Kumba,ET040215,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,91896,44945,46951,14068,15010,14001,7155,2680,6782,6608,5032,5338,3538,2698,2235,1733,1596,3422,6880,7341,6848,3499,1311,3317,3232,2461,2611,1731,1320,1093,848,781,1674,7187,7669,7153,3655,1369,3465,3376,2571,2727,1808,1378,1142,886,815,1748
